ID,Translation
58762,"आरक्षी महानिदेशक, बिहार, पटना के कार्यालय में 22. 8. 2014 को याची को सूचित किया गया था कि अपील पोषणीय नहीं थी तथा अपील आरक्षी महा निरीक्षक, दरभंगा प्रक्षेत्र के समक्ष होगी ।"
58763,"उन्होंने इस सीमा तक निवेदन किया है कि वर्तमान मामले में छूट नकद छूट नहीं है, न ही याची द्वारा अपने उपभोक्ताओं को प्रदत्त कोई व्यापार भत्ता है, बल्कि यह एक ऐसी बिक्री है जिसे छुपाया गया है ।"
58764,( 2 ) आवेदन की प्राप्ति पर अनुज्ञप्ति प्राधिकार उस आवेदन पर निकटतम पुलिस थाने के प्रभारी पदाधिकारी से रिपोर्ट मंगवायेगा और ऐसा पदाधिकारी विहित समय के भीतर अपनी रिपोर्ट भेजेगा ।
58765,1936 तक न्यायिक राय की सर्वसम्मति थी कि एक अवयस्क के लिए उसके विरुद्ध एक डिक्री संलग्न कराना अनुज्ञेय है अगर मामले के संचालन में उसके निकटतम मित्र की ओर से लापरवाही बरती गयी है ।
58766,हम इसको लेकर एक प्रश्न में नहीं होंगे कि विद्वान एकल न्यायाधीश सही थे या नहीं या इस मुद्दे पर खंडपीठ के निर्णय का क्या प्रभाव है क्योंकि तथ्य हमारे समक्ष असमान एवं बिल्कुल भिन्न हैं ।
58767,"अधिनियम की धारा 2 ( d ) में यथा अंतर्विष्ट असामाजिक तत्व की परिभाषा निम्नवत् पठित है : "" ( 2 ) BLJ ( D ) वह व्यक्ति है जो असमाजिक घटक है ।"
58768,"10. जिला दण्डाधिकारी के उक्त आदेश में याची के विरूद्ध ऐसी राय बनाने के संबंध में तथा याची के विरुद्ध ऐसा आदेश पारित करने की आवश्यकता को लेकर भी कोई तर्क, परिचर्चा नहीं है ।"
58769,"अगर चार सप्ताहों के भीतर अपील दाखिल की जाती है, तब उस स्थिति में मामले के तथ्यों के विशिष्ट लक्षणों की पृष्ठभूमि में परिसीमा के प्रश्न को रास्ते में आने नहीं दिया जाएगा ।"
58770,इन दिनों प्रचलित सामान्य परिपाटी यह है कि रोगी की सहमति या रोगी की देखभाल करने वाले व्यक्ति की सहमति प्राप्त की जानी चाहिए अगर रोगी किसी दी गयी प्रक्रिया को अपनाने से पहले सहमति देने की स्थिति में नहीं है ।
58771,15. प्रथम सूचना रिपोर्ट के परिशीलन पर मैं ऐसा नहीं पाता हूँ कि उसमें किये गये अभिकथन एक चिकित्सा व्यवसायी के अभियोजन के प्रयोजनार्थ सर्वोच्च न्यायालय द्वारा विभिन्न निर्णयों में अधिकथित मापदंडों के भीतर आते हैं ।
58772,"जैसा कि अभिलेख से प्रकट है, उस विद्यमान स्थिति की दृष्टि में जिसमें दंगों के पीड़ित थे, मेरी राय में प्रथम सूचना रिपोर्ट दर्ज करने में विलम्ब बहुत अधिक तथा घातक नहीं था ।"
58773,विधि का यह स्थापित सिद्धांत है कि सिविल प्रक्रिया संहिता के आदेश 6 नियम 17 के अधीन एक संशोधन आवेदन की सुनवाई के समय न्यायालय के लिए गुणावगुणों पर किसी संशोधन आवेदन का निर्णय करने की आवश्यकता नहीं है ।
58774,उन्होंने कथित किया कि घटना का हेतुक भूमि विवाद है क्योंकि कुछ जमीनें अपीलार्थीगण के चाचा की हैं जिन्हें दो वर्ष पहले निबंधित कराया गया था तथा व्यथित होकर उन्होंने अपराध कारित किया है ।
58775,"13. यथा उपरोक्त इस न्यायालय द्वारा अधिकथित विधि की दृष्टि में, वर्तमान मामले में उच्च न्यायालय ने विचारण न्यायालय के समक्ष तथ्य के विवादित प्रश्नों पर अपनी राय देकर अपनी अधिकारिता से आगे चला गया है ।"
58776,दो वर्ग थे पहला वह समूह जहां 11. 12. 1990 तक दैनिक वेतन भोगियों के संबंध में राज्य सरकार ट्रेड यूनियन के समझौते से आबद्ध थी और दूसरा वह समूह जो इसके उपरांत आया था ।
58777,"निदेशकों की सूची इंगित करती है कि संजय सहाय, सुशीला सहाय तथा भारती आर ० श्रीवास्तव, जो क्रमशः मृतक ( दयानंद सहाय ) के पुत्र, पत्नी एवं पुत्री हैं, उक्त कंपनी के निदेशक हैं ।"
58778,"घटना के पांच - छह दिन पहले, दशहरा के समय से अभियुक्त उसके घर आया जाया करता था तथा दशहरे के दिन एक मेला में पिस्तौल के साथ भी चल पड़ा था तथा चमक रहा था ।"
58779,प्राचीन काल के समाज में सिविल एवं दांडिक विधि के कल्पनाशील पृथक्करण के पहले अपराध द्वारा कारित किसी क्षति के लिए अपराधी को बाध्यकारी बनाना या उसके परिवार के पीड़ित की क्षतिपूर्ति करना मानक परिपाटी थी ।
58780,"अतएव, किसी दिये गये मामले में एक दांडिक कार्यवाही अभिखंडित करना संभव है अगर उपलब्ध सामग्रियों के आधार पर इस निष्कर्ष पर पहुंचना युक्तियुक्त है कि विचारण के अंत में अभियुक्त बरी हो जायेगा ।"
58781,"माननीय मंत्री राष्ट्रीय नीति प्रसाद सिंह एवं संजय प्रिय, न्यायमूर्तिगण अनंत सिंह उर्फ अनंत कुमार सिंह बनाम बिहार राज्य एवं अन्य CWJC No. 1195 of 2016. Decided on 18th January, 2017."
58782,"ब्लैकज लॉ डिक्सनरी के अनुसार, मतदान एक बैठक या चुनाव में मतपत्र के माध्यम से, हाथ से या संचार के किसी अन्य रूप द्वारा एक विकल्प या राय की अभिव्यक्ति है ।"
58783,"जे जे अधिनियम, 2015 की धारा 25 के अधीन स्पष्ट प्रावधान की दृष्टि में, किशोर न्याय अधिनियम, 2000 के प्रावधान वर्तमान मामले में लागू होंगे तथा किशोरावस्था न्याय अधिनियम 2015 का प्रावधान नहीं ।"
58784,"13 - जांच के एक चरण में, दंडाधिकारी के लिए परिवाद याचिका में किये गये अभिकथनों तथा अन्वेषण के दौरान अभिलिखित गवाहों के बयानों के आधार पर केवल प्रथम दृष्टया मामले को देखने की आवश्यकता होती है ।"
58785,"(1) लोक सभा में सीटें "" ( a ) अनुसूचित जातियों के लिए आरक्षित की जाएंगी; ( b ) असम के स्वशासी जिलों में अनुसूची जनजातियों को छोड़कर अनुसूचिों के लिए; तथा ( c )"
58786,"स्पष्टीकरण. "" इस उपखंड के प्रयोजनों के लिए, अभिव्यक्ति'राज्यकृत पूल वित्त पोषण इकाई'से वह इकाई अभिप्रेत होगी जो नगर विकास मंत्रालय में केन्द्र सरकार द्वारा अधिसूचित पोल वित्तपोषण विकास योजना के लिए दिशानिर्देशों के अनुसार गठित की गयी हो ।"
58787,7 - धारा 80 - IA की उपधारा 8 एवं उपधारा 10 के प्रावधान यथासंभव इस धारा में निर्दिष्ट वचनबद्धता के संबंध में लागू होंगे क्योंकि वे धारा 80I - A के अधीन निर्दिष्ट संकल्प के उद्देश्यों के लिए लागू होते हैं ।
58788,"( iii ) विदेशी व्यापार ( विकास एवं विनियमन ) अधिनियम, 1992 ( 22 वर्ष 1992) की धारा 5 के अधीन विरचित एवं घोषित निर्यात एवं आयात नीति के अधीन ड्यूटी एंटिटिलिजेशन पास बुक योजना ड्युटी माफी योजना होने के नाते ड्यूटि छूट पुस्तिका के हस्तांतरण पर कोई लाभ ।"
58789,"( iii ) विदेशी व्यापार ( विकास एवं विनियमन ) अधिनियम, 1992 ( 22 वर्ष 1992) की धारा 5 के अधीन विरचित एवं घोषित निर्यात एवं आयात नीति के अधीन ड्यूटी माफी योजना होने के नाते शुल्क मुक्त पुनःपूर्ति प्रमाण पत्र के हस्तांतरण पर कोई लाभ,"
58790,"( B ) किसी अन्य दशा में, उस पिछले वर्ष से प्रारंभ होते हुए पिछले वर्ष, जिसमें अनुज्ञप्ति शुल्क का वास्तविक रूप से भुगतान किया गया है, और बाद वाले पिछले वर्ष या वर्षों, जिनके दौरान अनुज्ञा, जिसके लिए शुल्क का भुगतान किया जाता है, प्रवृत्त होगी ।"
58791,"( b) उस मूल्यह्रास की राशि जो 1 अप्रैल, 1988 को या इसके उपरांत प्रारंभ होने वाले किसी निर्धारण वर्ष के लिए निर्धारिती को अनुज्ञेय रही होती मानो परिसंपदाओं के सुसंगत समूह में यह एकमात्र परिसंपत्ति थी, या"
58792,"( b ) उस उपधारा के खंड ( viii ) के प्रयोजनों के लिए किसी व्यक्ति के मामले में उस व्यक्ति या उस व्यक्ति की किसी कन्या संतान या किसी कन्या बच्चे, जिसका वैधानिक अभिभावक ऐसा व्यक्ति है, अगर योजना ऐसा विनिर्दिष्ट करती है ।"
58793,परन्तु यह भी कि ऐसी किसी दशा में कोई अपील नहीं होगी जिसमें पक्षकार आयुक्त के निर्णय का अनुपालन करने पर सहमत हो गये हों या जिसमें आयुक्त का आदेश पक्षकारों द्वारा किये गये समझौते को प्रभावी बनाता होः
58794,धाराओं 91 एवं 92 द्वारा महाधिवक्ता को प्रदत्त शक्तियां प्रेसीडेंसी नगरों के बाहर राज्य सरकार की पूर्वीक स्वीकृति से समाहर्ता द्वारा या ऐसे अधिकारी द्वारा भी इस्तेमाल की जा सकती है जिसे राज्य सरकार इस निमित्त नियुक्त करे ।
58795,"अध्यापन का आधार, वह स्तर जिस तक अध्यापन बढ़ सकता है और वह लाभ जो छात्र अंततः प्राप्त करते हैं, छात्रों के कैलिबर पर उतना ही निर्भर होता है जितना कि शिक्षकों के कैलीबर पर और पर्याप्त बुनियादी सुविधाओं की उपलब्धता पर होता है ।"
58796,"6. आदेश से अलग होने के पहले, यह अभिलिखित किया जाता है कि विद्युत बोर्ड को विधि के अनुसार बकायों की वसूली के लिए अपने पास उपलब्ध विधि का आश्रय लेने की स्वतंत्रता होगी । "" प्रधानाध्यापक, दिल्ली सार्वजनिक विद्यालय बनाम सैयद मोहम्मद शरफुल्लाह"
58797,अधिकरण के समक्ष विपक्षी पक्षकार की ओर से प्रतिवाद यह था कि ट्रक को सामान्य गति से बहुत सावधानी से चलाया जा रहा था तथा ट्रक के चालक की किसी गलती के कारण दुर्घटना घटित नहीं हुई थी ।
58798,9 - प्रत्यर्थी के विद्वान अधिवक्ता द्वारा जो अन्य प्रश्न उठाया गया है वह 1953 के अधिनियम की अनुसूची के क्रम सं ० 5 के साथ पठित धारा 4 की उपधारा (2) की व्याख्याओं के संबंध में है जो निम्नवत् पठित है :
58799,उसके पति तथा सास के विरूद्ध अभिकथन दुर्भावनापूर्ण तथा तुच्छ थे तथा यह स्वीकार किया गया था कि सूचनादात्री का भाई अस्पताल में अत्यधिक रूप से मौजूद था तथा सुसंगत समय पर वस्तुतः गर्भपात के सारे मामलों का प्रबंध किया था ।
58800,"11. चाहे जो भी स्थिति हो, हमें अभी तक यह पता लगाना है कि वह कौन सा प्राधिकार है जो अवैधानिक निर्माण के विरूद्ध कार्रवाई करेगा और अतएव, कोई कठोर आदेश पारित करने से पहले हम राज्य का पक्ष जानना चाहेंगे ।"
58801,प्रतिपरीक्षा के पैराओं 22 एवं 23 में उसने पहले मृतका के पति द्वारा कलकत्ता में तथा बाद में पटना में चप्पल एवं उपचप्पल बनाये जाने के बारे में कथित किया था तथा मृतका बेदी के व्यवसाय में संलग्न थी ।
58802,यह निवेदन किया गया था कि खतियान ने स्वयं वादी के अभिधान को सिद्ध किया था चूंकि मालिक का नाम बहादुर सिंह के तौर पर उल्लिखित है तथा प्रतिवादी की स्वीकारोक्ति के अनुसार वादी बहादूर सिंह वादी का पूर्वज है ।
58803,"आखिरकार, अनाज से भूसे को अलग करना न्यायालय का दायित्व है, जिसका अर्थ यह हुआ कि अभियोजन साक्षियों के साक्ष्य की संवीक्षा उसी ढंग से की जानी है जिस ढंग से झूठ से सत्य को अलग किया जाना है ।"
58804,( ii ) क्या तीनों धन वादों में पारित डिक्री तथा पहले समूह के पक्ष में निष्पादन कार्यवाहियों में प्रतिवादी द्वारा कब्जे का परिदाय किये जाने के उपरांत सीरियल नीलामी विक्रय वैध एवं वैधानिक हैं तथा वादी पर बाध्यकर हैं?
58805,"तद्नुसार, खंडपीठ ने अनुदेश पर कि नियमावली के नियम 67 के निबंधनों में अनिवार्य सेवानिवृत्ति का दंड भूतपूर्व सेवा के लाभ से वंचित किये जाने को उचित नहीं बनाता था तथा याची अपनी सेवानिवृति के उपरांत लाभों का हकदार है ।"
58806,वस्तुतः इस न्यायालय के विद्वान न्यायाधीश ने डॉ ० लक्ष्मी नारायण सिंह बनाम बिहार राज्य (1989) BBCJ 147 के मामले में न्यायाधीशों के बीच मतभेद पर समरूप दृष्टिकोण लिया है ।
58807,( ii ) सरकार अपने ही शपथ पत्र को दी गयी सहमति तथा विधि आयोग की अनुशंसा के अनुसार अभियोजन पदाधिकारियों के संवर्ग से अपर लोक अभियोजकों के 50 प्रतिशत की नियुक्ति के लिए कदम उठायेगी ।
58808,7 - प्रासंगिक निर्णय इस तथ्य को ध्यान में लेते हैं कि अविवाहित के मामले में व्ययों के एक तिहाई के स्थान पर पचास प्रतिशत की सीमा तक उपजीविका के साधन के तौर पर प्रतिकर की कटौती की जानी चाहिए ।
58809,आक्षेपित आदेश निरस्त प्रत्यर्थी को याची को एक अनुज्ञप्ति प्रभावी मानने का निर्देश दिया गया था और परिणामतः अनुज्ञा के निबंधनों एवं शर्तों के अध्यधीन याची को व्यवसाय को तत्काल प्रारंभ करने के लिए अपने व्यवसाय को अनुज्ञात करने का निर्देश दिये गये थे ।
58810,"( v ) अगर अभियुक्त एक प्रबंध निदेशक या एक संयुक्त प्रबंध निर्देशक है, तब परिवाद में विनिर्दिष्ट प्रकथन करना आवश्यक नहीं है और अपनी स्थिति के कारण वे कार्यवाही किये जाने के दायी हैं ।"
58811,"तथापि, गैरवर्गीय पद को निर्दिष्ट करने या शिक्षकों के मुख्य वर्ग में + 2 विद्यालयों के व्याख्याताओं को सम्मिलित करने के लिए नियुक्ति आदेश में एक निर्णय का न होना उन्हें उनके सांविधिक अधिकारों से वंचित नहीं करेगा ।"
58812,"18. जहां तक अपीलार्थी के विद्वान अधिवक्ता द्वारा यथा सुझाये गये विधि के समक्ष तात्विक प्रश्न का संबंध है, अवर न्यायालयों के सम्मुख वादी तथा प्रतिवादीगण के अभिवचनों को ध्यान में रखना उपयुक्त होगा ।"
58813,"4 - पूर्वोक्त लिखित रिपोर्ट में याची द्वारा यह कथित किया गया है कि उसकी लगभग 15 वर्षीय पुत्री प्रियमा कुमारी 14 मार्च, 2012 को 5 बजे अपराह्न में दवा लाने के बहाने पर घर से बाहर गयी थी ।"
58814,"उसके अनुसार, वह घटना स्थल से 100 गज की दूरी पर सो रहा था तथा रानो देवी के घर तथा प्लेटफार्म के बीच लगभग तीन घर थे जहां वह सात या आठ अन्य व्यक्तियों के साथ सोया हुआ था ।"
58815,"9 - उपरोक्त यथा उल्लिखित परिवाद याचिका से, यह स्पष्ट है कि परिवादी ने याचीगण द्वारा यथा अभिकथित रूप से कारित किसी घटना के कारण उनके द्वारा किये गये अवैधानिक कब्जे पर पूर्ण मौन रखा था ।"
58816,अलग होने के संबंध में प्रतिवादीगण द्वारा प्रस्तुत साक्ष्य विश्वसनीय एवं भरोसे के योग्य नहीं है दूसरी ओर वादीगण ने साक्ष्य प्रस्तुत किया है जो इस मामले के समर्थन में दस्तावेजी साक्ष्य एवं मौखिक साक्ष्य है कि पक्षकार संयुक्त हैं ।
58817,अनुशासनिक प्राधिकारी को प्रस्तुत कारण पृच्छा की दूसरी नोटिस के अपने जवाब में याची ने विनिर्दिष्टतः कथित किया था कि जांच पदाधिकारी की रिपोर्ट की अनुपस्थिति में उसके लिए एक प्रभावी जवाब प्रस्तुत करना संभव नहीं था ।
58818,"अब अगर आधार तथा नींव पर घटनाक्रम के पहले अनुक्रम को अविश्वसनीय बनाया जाना है, क्या यह कहा जा सकता है कि अंतिम घटना, अर्थात्, बंदोबस्त अपने ही पैरों पर होना है?"
58819,"अगर प्रतिफल धन का भुगतान शेख अरजु को नहीं किया गया था, शर्तों की रसीद दुकानदार शेख शरीफुद्दीन को नहीं दी गयी थी जिसके परिणामतः उसे रजिस्ट्री कार्यालय से विक्रय विलेख प्राप्त नहीं हुआ होता ।"
58820,"अतएव, वादी के कब्जे के समर्थन में दस्तावेज पेश किया गया था परन्तु अवर न्यायालय ने अभिनिर्धारित ढंग से एक मूल्यांकन करने के बजाय कि यह एक संदिग्ध दस्तावेज था, अभिनिर्णीत किया था ।"
58821,"विधि का यह स्थापित सिद्धांत है कि यह दर्शाने के लिए कि अचल सम्पत्ति का दान विलेख धारा 123 के अधीन वैध है, यह आवश्यक नहीं है कि सम्पत्ति के दानार्थी को भौतिक वितरण होना चाहिए ।"
58822,"2 - याची के अधिवक्ता का निवेदन यह है कि विभिन्न स्थायी आदेशों के आधार पर जो सुसंगत समय पर प्रवृत्त रहे हैं, ऐसी प्रोन्नति या अति - चयन श्रेणी का लाभ उसके पक्ष में प्रोद्भूत हो गया था ।"
58823,"7 - तथापि, मैं पाता हूँ कि अपीलार्थी एक वर्ष से अधिक समय तक हिरासत में रहा है तथा इन परिस्थितियों में, अपीलार्थी को एक पीड़ित के तेईस वर्षों के उपरांत कारागार भेज देना न्याय के हित के विरुद्ध होगा ।"
58824,"ग्राम, धर्मपुर, बथुआ, पुलिस थाना पुसा, जिला समस्तीपुर के स्वर्गीय रमेश प्रसाद शर्मा ( अ ० सा ० 5 ) का पुत्र फर्दबयान सदर पुलिस थाने, मुजफ्फरपुर से प्राप्त हुआ था ।"
58825,( iv ) जहां तात्विक साक्ष्य की केवल विचारण न्यायालय द्वारा या अपीलीय न्यायालय द्वारा उपेक्षा की गयी है और ( v ) जहां दोषमुक्ति अपराध के शमन पर आधारित है जो विधि के अधीन अवैध है ।
58826,"अभियोजन गवाहों के साक्ष्य के संबंध में, याचिका से यह भी प्रकट है कि तहर से सूचनादाता के भाई रमेश प्रसाद द्वारा जमीन की खरीद के कारण पक्षकारों के बीच मुकदमा चल रहा है ।"
58827,"पूर्वोक्त हमलावर पुलिस थाना केस सं ० 601 वर्ष 2007 के अन्वेषण के पूरा हो जाने पर मामले के जांच पदाधिकारी ने आयुध अधिनियम के अधीन दंडनीय अपराधों के लिए 1 फरवरी, 2008 को अभियोग पत्र दाखिल किया था ।"
58828,"2 - अपीलार्थी की ओर से यह निवेदन किया गया है कि विद्वान विचारण न्यायालय द्वारा अभिलिखित दोषसिद्धि एवं दंडादेश दोषपूर्ण, अवैधानिक, मनमाना प्रतीत होता है और इस कारण अपास्त किये जाने योग्य है ।"
58829,"7. दूसरी ओर, प्रत्यर्थी की ओर से उपस्थित होनेवाले विद्वान वरीय अधिवक्ता श्री ध्रुव नारायण ने निवेदन किया कि सम्पत्ति भू - कर सर्वेक्षण में प्रतिवादी के पूर्वज के नाम दर्ज है ।"
58830,"चूंकि ऋषिराज को खोजने के सारे अतिरिक्त प्रयास विफल हो गये थे, सूचनादाता देशबंधु अग्रवाल के साथ उसी दिन लगभग चार बजे अपराह्न में बोधन पुलिस थाना गया था तथा पुलिस को समूची घटना बतायी थी ।"
58831,"यह न्याय के हित में होगा कि प्रोफेसर के पद की उपलब्धता के अध्यधीन सभी पारिणामिक लाभों के साथ एक प्रोफेसर का पद स्थानांतरित कर दिया जाए और पदग्रहण की तिथि तक अर्थात् 31 जुलाई, 2007 से उसे उन्मोचित किया जाए ।"
58832,"10. मामले के उपरोक्त तथ्यों तथा परिस्थितियों की दृष्टि में, मेरी राय में, विद्वान अवर न्यायालय ने विधि द्वारा इसमें निहित अधिकारिता का इस्तेमाल नहीं किया है तथा, अतएव, आक्षेपित आदेश पोषणीय नहीं है ।"
58833,"हमारी राय में, याची के लिए अन्य कार्मिकों / कनीय अभियंताओं के संवर्ग में उसकी पात्रता एवं वरीयता के निरपेक्ष रहते हुए 28 फरवरी, 1980 से असैन्य उपनिरीक्षक के पद पर प्रोन्नति का दावा करना उपयुक्त नहीं होगा ।"
58834,"अतएव, समूची नियोजन प्रक्रिया द्वारा नियोजन इकाई स्वनिर्भरता को पूर्ण रूप से समाप्त कर दिया गया है, अतः मतदाता सूची, प्रतीक्षा सूची, अंतिम मेधा सूची, चयनित उम्मीदवारों की सूची की कोई वैधता नहीं है ।"
58835,"बिहार पुनर्गठन अधिनियम, 2000 के अनुसार एक नियत तिथि ( 15. 11. 2000 ) को झारखंड राज्य नामक एक नया राज्य गठित किया गया था और इस तिथि से बिहार राज्य का विभाजन करके तत्समय अस्तित्व में आया था ।"
58836,"मृतक ( वाहन का मालिक ) भी वाहन पर यात्रा कर रहा था और उस कोयले का मालिक था जिसे झरिया से ट्रक पर फेंक दिया गया था, इस प्रकार, दावेदार को प्रतिकर की राशि प्राप्त करने का हकदार होना चाहिए ।"
58837,"12. परिवाद याचिका में किये गये कथनों के परिशीलन से, यह प्रकट है कि कर समझौते के खंड 13 के अनुसार यह केवल न्यूनतम प्रतिभूति राशि के अभुगतान तथा दूरभाष बिलों के भी गैर भुगतान का एक मामला है ।"
58838,जिनमें मामलों की पिछली श्रृंखला को उच्चतम न्यायालय द्वारा पुनः दोहराया गया था इस प्रभाव के साथ कि किसी पद पर नियुक्ति उन नियमों द्वारा संचालित होगी जो नियुक्ति की प्रक्रिया के प्रारंभ किये जाने के समय प्रवृत्त थे ।
58839,प्रक्रिया में कमी को निर्दिष्ट करने के अलावा उन्होंने यह भी अभिकथन उठाया था कि सम्पत्ति वक्फ बोर्ड में निहित थी और इसका अर्जन वक्फ़ बोर्ड की सहमति के बिना नहीं किया जा सकता था ।
58840,"( थूलिया काली बनाम तमिलनाडु राज्य, ( AIR 1973 SC 501 ) पंजाब राज्य बनाम सुरजा राम (AIR 1995 SC 2413 ) गिरीश यादव बनाम मध्य प्रदेश राज्य ( 1996 SCC ( Cri. ) )"
58841,"( a) ऐसे व्यक्ति की दशा में जो नियोजित है, या नियोजित था, जो भी स्थिति हो, अभिकथित अपराध कारित किये जाने के समय संघ के कार्यकलाप के संबंध में,"
58842,आधिकारिक कर्त्तव्य इस अभिव्यक्ति के इस्तेमाल में अंतर्निहित है कि कृत्य या विलोप लोक सेवक द्वारा अपनी सेवा के अनुक्रम में किया जाना चाहिए और अपने कर्तव्य के निर्वहन में किया ही जाना चाहिए ।
58843,"व्यापार बोर्ड के संविधान के अधीन, अलग - अलग व्यवसायियों को व्यापार बोर्ड की आम सभा में मतदान करने का अधिकार नहीं होता है और न ही उन्हें ट्रेड बोर्ड के प्रबंधन में भाग लेने का अधिकार होता है ।"
58844,"14. अब उपरोक्त तथ्यों की दृष्टि में मात्र इस कारण कि वादी पूर्वीक वाद में एक पक्षकार नहीं था, यह नहीं कहा जा सकता कि खंडपीठ द्वारा अधिकथित विधि वादी पर बाध्यकर नहीं है ।"
58845,वस्तुतः वसीयत पर बायें हाथ के अंगूठे का चिन्ह बीरबल पर नहीं है तथा वसीयतनामा के निष्पादन के समय वह सांसारिक बातों को नहीं समझता था ।
58846,इसे केवल इतना देखना है कि क्या मामले की व्यापक अधिसंभाव्यता पर प्रथम दृष्टया एक मामला बनता है और सामग्री के साक्ष्यात्मक महत्व की कोई परीक्षा नहीं होती है या यह कि दोषसिद्धि के लिए पर्याप्त आधार है ।
58847,निर्धनता उन्मूलन कार्यक्रम के लिए एक नियंत्रक अभिकरण के तौर पर भारत सरकार के तत्वावधान में जिला ग्रामीण विकास अभियंत्रण ( DRDA ) न केवल बिहार के सभी जिलों में बल्कि समूचे देश में भी स्थापित किया गया था ।
58848,"उनके अनुसार, याची के विरुद्ध शिकायत किया गया कृत्य उसके आधिकारिक कर्त्तव्य के निर्वहन की परिधि के भीतर नहीं आएगा और इस प्रकार, याची संहिता की धारा 197 के अधीन किसी संरक्षण का अधिकारी नहीं होगा ।"
58849,3 - रिट याचिका के अभिधान वाद में तथा रिट आवेदन के एफिडेविट में भी याची के पिता के नाम के संबंध में आवश्यक सुधारों को दिन के दौरान किया जाना है ।
58850,"23 - पूर्वगामी परिचर्चा के परिणामतः, हमारे विचार में, विधि स्पष्ट है कि आरोप विरचित किये जाने के समय या संज्ञान लिये जाने पर अभियुक्त को कोई सामग्री पेश करने का कोई अधिकार नहीं होता है ।"
58851,"उक्त अपीलीय प्राधिकार को तत्समय प्रवृत्त संकल्पों, परिपत्रों, आदेशों, अनुदेशों इत्यादि के अधीन पंचायत शिक्षा मित्र के नियोजन से संबंधित विवाद को ग्रहण करने, सुनने या निर्णित करने की कोई अधिकारिता नहीं है ।"
58852,"( i ) 2413 पदों को भरने के लिए निदेशक, प्राथमिक शिक्षा एवं बिहार कर्मचारी चयन आयोग के सचिव से गठित एक समिति शिक्षा विभाग के प्रधान सचिव की अनुमति से कोई निर्णय लेगी ।"
58853,"दो कृत्यकारीगण, अर्थात्, निदेशक, प्राथमिक शिक्षा एवं बिहार कर्मचारी चयन आयोग के सचिव के बीच मतभेद की स्थिति में शिक्षा विभाग के प्रधान सचिव द्वारा लिया गया निर्णय अंतिम होगा ।"
